"通し
No",区分,分類,"分類別
No",名前,データのURL,"データ
形式",説明,公開ウェブページ,公表組織名,連絡先,更新頻度,対象地域
245,医療,薬局,21,"医療機関番号（東海北陸）
薬局（石川県）",http://kouseikyoku.mhlw.go.jp/tokaihokuriku/gyomu/gyomu/hoken_kikan/documents/zen_yakkyoku_isikawa201406.pdf,pdf,地方厚生局が管理する医科、歯科、薬局の機関番号,http://kouseikyoku.mhlw.go.jp/tokaihokuriku/gyomu/gyomu/hoken_kikan/shitei.html,厚生労働省,東海北陸厚生局　調査課,不定期,石川県
246,医療,薬局,22,"医療機関番号（東海北陸）
薬局（岐阜県）",http://kouseikyoku.mhlw.go.jp/tokaihokuriku/gyomu/gyomu/hoken_kikan/documents/zen_yakkyoku_gihu201406.pdf,pdf,地方厚生局が管理する医科、歯科、薬局の機関番号,http://kouseikyoku.mhlw.go.jp/tokaihokuriku/gyomu/gyomu/hoken_kikan/shitei.html,厚生労働省,東海北陸厚生局　調査課,不定期,岐阜県
247,医療,薬局,23,"医療機関番号（東海北陸）
薬局（静岡県）",http://kouseikyoku.mhlw.go.jp/tokaihokuriku/gyomu/gyomu/hoken_kikan/documents/zen_yakkyoku_sizuoka201406.pdf,pdf,地方厚生局が管理する医科、歯科、薬局の機関番号,http://kouseikyoku.mhlw.go.jp/tokaihokuriku/gyomu/gyomu/hoken_kikan/shitei.html,厚生労働省,東海北陸厚生局　調査課,不定期,静岡県
248,医療,薬局,24,"医療機関番号（東海北陸）
薬局（愛知県）",http://kouseikyoku.mhlw.go.jp/tokaihokuriku/gyomu/gyomu/hoken_kikan/documents/zen_yakkyoku_aiti201406.pdf,pdf,地方厚生局が管理する医科、歯科、薬局の機関番号,http://kouseikyoku.mhlw.go.jp/tokaihokuriku/gyomu/gyomu/hoken_kikan/shitei.html,厚生労働省,東海北陸厚生局　調査課,不定期,愛知県
249,医療,薬局,25,"医療機関番号（東海北陸）
薬局（三重県）",http://kouseikyoku.mhlw.go.jp/tokaihokuriku/gyomu/gyomu/hoken_kikan/documents/zen_yakkyoku_mie201406.pdf,pdf,地方厚生局が管理する医科、歯科、薬局の機関番号,http://kouseikyoku.mhlw.go.jp/tokaihokuriku/gyomu/gyomu/hoken_kikan/shitei.html,厚生労働省,東海北陸厚生局　調査課,不定期,三重県
250,医療,薬局,26,"医療機関番号（近畿）
薬局（福井県）",https://kouseikyoku.mhlw.go.jp/kinki/gyomu/gyomu/hoken_kikan/documents/6fukui-kikanzentai-yakkyoku.pdf,pdf,地方厚生局が管理する医科、歯科、薬局の機関番号,https://kouseikyoku.mhlw.go.jp/kinki/gyomu/gyomu/hoken_kikan/shitei_jokyo.html,厚生労働省,近畿厚生局　福井事務所,不定期,福井県
251,医療,薬局,27,"医療機関番号（近畿）
薬局（兵庫県）",https://kouseikyoku.mhlw.go.jp/kinki/gyomu/gyomu/hoken_kikan/documents/6hyougo-kikanzentai-yakkyoku.pdf,pdf,地方厚生局が管理する医科、歯科、薬局の機関番号,https://kouseikyoku.mhlw.go.jp/kinki/gyomu/gyomu/hoken_kikan/shitei_jokyo.html,厚生労働省,近畿厚生局　兵庫事務所,不定期,兵庫県
252,医療,薬局,28,"医療機関番号（近畿）
薬局（滋賀県）",https://kouseikyoku.mhlw.go.jp/kinki/gyomu/gyomu/hoken_kikan/documents/6siga-kikanzentai-yakkyoku.pdf,pdf,地方厚生局が管理する医科、歯科、薬局の機関番号,https://kouseikyoku.mhlw.go.jp/kinki/gyomu/gyomu/hoken_kikan/shitei_jokyo.html,厚生労働省,近畿厚生局　滋賀事務所,不定期,滋賀県
253,医療,薬局,29,"医療機関番号（近畿）
薬局（奈良県）",https://kouseikyoku.mhlw.go.jp/kinki/gyomu/gyomu/hoken_kikan/documents/06nara-kikanzentai-yakkyoku.pdf,pdf,地方厚生局が管理する医科、歯科、薬局の機関番号,https://kouseikyoku.mhlw.go.jp/kinki/gyomu/gyomu/hoken_kikan/shitei_jokyo.html,厚生労働省,近畿厚生局　奈良事務所,不定期,奈良県
254,医療,薬局,30,"医療機関番号（近畿）
薬局（京都府）",https://kouseikyoku.mhlw.go.jp/kinki/gyomu/gyomu/hoken_kikan/documents/06kyouto-kikanzentai-yakkyoku.pdf,pdf,地方厚生局が管理する医科、歯科、薬局の機関番号,https://kouseikyoku.mhlw.go.jp/kinki/gyomu/gyomu/hoken_kikan/shitei_jokyo.html,厚生労働省,近畿厚生局　京都事務所,不定期,京都府
255,医療,薬局,31,"医療機関番号（近畿）
薬局（和歌山県）",https://kouseikyoku.mhlw.go.jp/kinki/gyomu/gyomu/hoken_kikan/documents/06wakayama-kikanzentai-yakkyoku.pdf,pdf,地方厚生局が管理する医科、歯科、薬局の機関番号,https://kouseikyoku.mhlw.go.jp/kinki/gyomu/gyomu/hoken_kikan/shitei_jokyo.html,厚生労働省,近畿厚生局　和歌山事務所,不定期,和歌山県
256,医療,薬局,32,"医療機関番号（近畿）
薬局（大阪府）",https://kouseikyoku.mhlw.go.jp/kinki/gyomu/gyomu/hoken_kikan/documents/6oosaka-kikanzentai-yakkyoku.pdf,pdf,地方厚生局が管理する医科、歯科、薬局の機関番号,https://kouseikyoku.mhlw.go.jp/kinki/gyomu/gyomu/hoken_kikan/shitei_jokyo.html,厚生労働省,近畿厚生局　指導監査課,不定期,大阪府
257,医療,薬局,33,"医療機関番号（近畿）
薬局（鳥取県）",https://kouseikyoku.mhlw.go.jp/chugokushikoku/chousaka/documents/31zen2606-3.xlsx,xls,地方厚生局が管理する医科、歯科、薬局の機関番号,https://kouseikyoku.mhlw.go.jp/chugokushikoku/chousaka/chousaka01.html,厚生労働省,中国四国厚生局　調査課,不定期,鳥取県
258,医療,薬局,34,"医療機関番号（近畿）
薬局（島根県）",https://kouseikyoku.mhlw.go.jp/chugokushikoku/chousaka/documents/32zen2606-3.xlsx,xls,地方厚生局が管理する医科、歯科、薬局の機関番号,https://kouseikyoku.mhlw.go.jp/chugokushikoku/chousaka/chousaka01.html,厚生労働省,中国四国厚生局　調査課,不定期,島根県
259,医療,薬局,35,"医療機関番号（近畿）
薬局（岡山県）",https://kouseikyoku.mhlw.go.jp/chugokushikoku/chousaka/documents/33zen2606-3.xlsx,xls,地方厚生局が管理する医科、歯科、薬局の機関番号,https://kouseikyoku.mhlw.go.jp/chugokushikoku/chousaka/chousaka01.html,厚生労働省,中国四国厚生局　調査課,不定期,岡山県
260,医療,薬局,36,"医療機関番号（近畿）
薬局（広島県）",https://kouseikyoku.mhlw.go.jp/chugokushikoku/chousaka/documents/34zen2606-3.xlsx,xls,地方厚生局が管理する医科、歯科、薬局の機関番号,https://kouseikyoku.mhlw.go.jp/chugokushikoku/chousaka/chousaka01.html,厚生労働省,中国四国厚生局　調査課,不定期,広島県
261,医療,薬局,37,"医療機関番号（近畿）
薬局（山口県）",https://kouseikyoku.mhlw.go.jp/chugokushikoku/chousaka/documents/35zen2606-3.xlsx,xls,地方厚生局が管理する医科、歯科、薬局の機関番号,https://kouseikyoku.mhlw.go.jp/chugokushikoku/chousaka/chousaka01.html,厚生労働省,中国四国厚生局　調査課,不定期,山口県
262,医療,薬局,38,"医療機関番号（近畿）
薬局（香川県）",http://kouseikyoku.mhlw.go.jp/shikoku/gyomu/gyomu/hoken_kikan/shitei/documents/01_03.pdf,pdf,地方厚生局が管理する医科、歯科、薬局の機関番号,http://kouseikyoku.mhlw.go.jp/shikoku/gyomu/gyomu/hoken_kikan/shitei/index.html,厚生労働省,四国厚生局　調査課,不定期,香川県
263,医療,薬局,39,"医療機関番号（近畿）
薬局（徳島県）",http://kouseikyoku.mhlw.go.jp/shikoku/gyomu/gyomu/hoken_kikan/shitei/documents/01_06.pdf,pdf,地方厚生局が管理する医科、歯科、薬局の機関番号,http://kouseikyoku.mhlw.go.jp/shikoku/gyomu/gyomu/hoken_kikan/shitei/index.html,厚生労働省,四国厚生局　調査課,不定期,徳島県
264,医療,薬局,40,"医療機関番号（近畿）
薬局（愛媛県）",http://kouseikyoku.mhlw.go.jp/shikoku/gyomu/gyomu/hoken_kikan/shitei/documents/01_09.pdf,pdf,地方厚生局が管理する医科、歯科、薬局の機関番号,http://kouseikyoku.mhlw.go.jp/shikoku/gyomu/gyomu/hoken_kikan/shitei/index.html,厚生労働省,四国厚生局　調査課,不定期,愛媛県
265,医療,薬局,41,"医療機関番号（近畿）
薬局（高知県）",http://kouseikyoku.mhlw.go.jp/shikoku/gyomu/gyomu/hoken_kikan/shitei/documents/01_12.pdf,pdf,地方厚生局が管理する医科、歯科、薬局の機関番号,http://kouseikyoku.mhlw.go.jp/shikoku/gyomu/gyomu/hoken_kikan/shitei/index.html,厚生労働省,四国厚生局　調査課,不定期,高知県
266,医療,薬局,42,"医療機関番号（近畿）
薬局（福岡県）",http://kouseikyoku.mhlw.go.jp/kyushu/gyomu/gyomu/hoken_kikan/documents/hukuoka_yakkyoku_.pdf,pdf,地方厚生局が管理する医科、歯科、薬局の機関番号,http://kouseikyoku.mhlw.go.jp/kyushu/gyomu/gyomu/hoken_kikan/index.html,厚生労働省,九州厚生局　指導監査課,不定期,福岡県
267,医療,薬局,43,"医療機関番号（近畿）
薬局（佐賀県）",http://kouseikyoku.mhlw.go.jp/kyushu/gyomu/gyomu/hoken_kikan/documents/saga_yakkyoku_.pdf,pdf,地方厚生局が管理する医科、歯科、薬局の機関番号,http://kouseikyoku.mhlw.go.jp/kyushu/gyomu/gyomu/hoken_kikan/index.html,厚生労働省,九州厚生局　佐賀事務所,不定期,佐賀県
268,医療,薬局,44,"医療機関番号（近畿）
薬局（長崎県）",http://kouseikyoku.mhlw.go.jp/kyushu/gyomu/gyomu/hoken_kikan/documents/nagasaki_yakkyoku_.pdf,pdf,地方厚生局が管理する医科、歯科、薬局の機関番号,http://kouseikyoku.mhlw.go.jp/kyushu/gyomu/gyomu/hoken_kikan/index.html,厚生労働省,九州厚生局　長崎事務所,不定期,長崎県
269,医療,薬局,45,"医療機関番号（近畿）
薬局（熊本県）",http://kouseikyoku.mhlw.go.jp/kyushu/gyomu/gyomu/hoken_kikan/documents/kumamoto_yakkyoku_.pdf,pdf,地方厚生局が管理する医科、歯科、薬局の機関番号,http://kouseikyoku.mhlw.go.jp/kyushu/gyomu/gyomu/hoken_kikan/index.html,厚生労働省,九州厚生局　熊本事務所,不定期,熊本県
270,医療,薬局,46,"医療機関番号（近畿）
薬局（大分県）",http://kouseikyoku.mhlw.go.jp/kyushu/gyomu/gyomu/hoken_kikan/documents/ooita_yakkyoku_.pdf,pdf,地方厚生局が管理する医科、歯科、薬局の機関番号,http://kouseikyoku.mhlw.go.jp/kyushu/gyomu/gyomu/hoken_kikan/index.html,厚生労働省,九州厚生局　大分事務所,不定期,大分県
271,医療,薬局,47,"医療機関番号（近畿）
薬局（宮崎県）",http://kouseikyoku.mhlw.go.jp/kyushu/gyomu/gyomu/hoken_kikan/documents/miyazaki_yakkyoku_.pdf,pdf,地方厚生局が管理する医科、歯科、薬局の機関番号,http://kouseikyoku.mhlw.go.jp/kyushu/gyomu/gyomu/hoken_kikan/index.html,厚生労働省,九州厚生局　宮崎事務所,不定期,宮崎県
272,医療,薬局,48,"医療機関番号（近畿）
薬局（鹿児島県）",http://kouseikyoku.mhlw.go.jp/kyushu/gyomu/gyomu/hoken_kikan/documents/kagoshima_yakkyoku_.pdf,pdf,地方厚生局が管理する医科、歯科、薬局の機関番号,http://kouseikyoku.mhlw.go.jp/kyushu/gyomu/gyomu/hoken_kikan/index.html,厚生労働省,九州厚生局　鹿児島事務所,不定期,鹿児島県
273,医療,薬局,49,"医療機関番号（近畿）
薬局（沖縄県）",http://kouseikyoku.mhlw.go.jp/kyushu/gyomu/gyomu/hoken_kikan/documents/okinawa_yakkyoku_.pdf,pdf,地方厚生局が管理する医科、歯科、薬局の機関番号,http://kouseikyoku.mhlw.go.jp/kyushu/gyomu/gyomu/hoken_kikan/index.html,厚生労働省,九州厚生局　沖縄事務所,不定期,沖縄県
274,医療,保健所,1,保健所･市区町村コード（21大都市）,http://www.e-stat.go.jp/SG1/estat/Csvdl.do?sinfid=000021996815,csv,人口動態調査、地域保健・健康増進事業報告に使用するコード,http://www.mhlw.go.jp/toukei/list/81-1.html,厚生労働省,厚生労働省大臣官房統計情報部人口動態・保健社会統計課,不定期,
275,医療,保健所,2,保健所･市区町村コード（北海道）,http://www.e-stat.go.jp/SG1/estat/Csvdl.do?sinfid=000021996864,csv,人口動態調査、地域保健・健康増進事業報告に使用するコード,http://www.mhlw.go.jp/toukei/list/81-1.html,厚生労働省,厚生労働省大臣官房統計情報部人口動態・保健社会統計課,不定期,北海道
276,医療,保健所,3,保健所･市区町村コード（青森県）,http://www.e-stat.go.jp/SG1/estat/Csvdl.do?sinfid=000021996816,csv,人口動態調査、地域保健・健康増進事業報告に使用するコード,http://www.mhlw.go.jp/toukei/list/81-1.html,厚生労働省,厚生労働省大臣官房統計情報部人口動態・保健社会統計課,不定期,青森県
277,医療,保健所,4,保健所･市区町村コード（岩手県）,http://www.e-stat.go.jp/SG1/estat/Csvdl.do?sinfid=000021996832,csv,人口動態調査、地域保健・健康増進事業報告に使用するコード,http://www.mhlw.go.jp/toukei/list/81-1.html,厚生労働省,厚生労働省大臣官房統計情報部人口動態・保健社会統計課,不定期,岩手県
278,医療,保健所,5,保健所･市区町村コード（宮城県）,http://www.e-stat.go.jp/SG1/estat/Csvdl.do?sinfid=000021996865,csv,人口動態調査、地域保健・健康増進事業報告に使用するコード,http://www.mhlw.go.jp/toukei/list/81-1.html,厚生労働省,厚生労働省大臣官房統計情報部人口動態・保健社会統計課,不定期,宮城県
279,医療,保健所,6,保健所･市区町村コード（秋田県）,http://www.e-stat.go.jp/SG1/estat/Csvdl.do?sinfid=000021996817,csv,人口動態調査、地域保健・健康増進事業報告に使用するコード,http://www.mhlw.go.jp/toukei/list/81-1.html,厚生労働省,厚生労働省大臣官房統計情報部人口動態・保健社会統計課,不定期,秋田県
280,医療,保健所,7,保健所･市区町村コード（山形県）,http://www.e-stat.go.jp/SG1/estat/Csvdl.do?sinfid=000021996833,csv,人口動態調査、地域保健・健康増進事業報告に使用するコード,http://www.mhlw.go.jp/toukei/list/81-1.html,厚生労働省,厚生労働省大臣官房統計情報部人口動態・保健社会統計課,不定期,山形県
281,医療,保健所,8,保健所･市区町村コード（福島県）,http://www.e-stat.go.jp/SG1/estat/Csvdl.do?sinfid=000021996866,csv,人口動態調査、地域保健・健康増進事業報告に使用するコード,http://www.mhlw.go.jp/toukei/list/81-1.html,厚生労働省,厚生労働省大臣官房統計情報部人口動態・保健社会統計課,不定期,福島県
282,医療,保健所,9,保健所･市区町村コード（茨城県）,http://www.e-stat.go.jp/SG1/estat/Csvdl.do?sinfid=000021996818,csv,人口動態調査、地域保健・健康増進事業報告に使用するコード,http://www.mhlw.go.jp/toukei/list/81-1.html,厚生労働省,厚生労働省大臣官房統計情報部人口動態・保健社会統計課,不定期,茨城県
283,医療,保健所,10,保健所･市区町村コード（栃木県）,http://www.e-stat.go.jp/SG1/estat/Csvdl.do?sinfid=000021996834,csv,人口動態調査、地域保健・健康増進事業報告に使用するコード,http://www.mhlw.go.jp/toukei/list/81-1.html,厚生労働省,厚生労働省大臣官房統計情報部人口動態・保健社会統計課,不定期,栃木県
284,医療,保健所,11,保健所･市区町村コード（群馬県）,http://www.e-stat.go.jp/SG1/estat/Csvdl.do?sinfid=000021996867,csv,人口動態調査、地域保健・健康増進事業報告に使用するコード,http://www.mhlw.go.jp/toukei/list/81-1.html,厚生労働省,厚生労働省大臣官房統計情報部人口動態・保健社会統計課,不定期,群馬県
285,医療,保健所,12,保健所･市区町村コード（埼玉県）,http://www.e-stat.go.jp/SG1/estat/Csvdl.do?sinfid=000021996819,csv,人口動態調査、地域保健・健康増進事業報告に使用するコード,http://www.mhlw.go.jp/toukei/list/81-1.html,厚生労働省,厚生労働省大臣官房統計情報部人口動態・保健社会統計課,不定期,埼玉県
286,医療,保健所,13,保健所･市区町村コード（千葉県）,http://www.e-stat.go.jp/SG1/estat/Csvdl.do?sinfid=000021996835,csv,人口動態調査、地域保健・健康増進事業報告に使用するコード,http://www.mhlw.go.jp/toukei/list/81-1.html,厚生労働省,厚生労働省大臣官房統計情報部人口動態・保健社会統計課,不定期,千葉県
287,医療,保健所,14,保健所･市区町村コード（東京都）,http://www.e-stat.go.jp/SG1/estat/Csvdl.do?sinfid=000021996868,csv,人口動態調査、地域保健・健康増進事業報告に使用するコード,http://www.mhlw.go.jp/toukei/list/81-1.html,厚生労働省,厚生労働省大臣官房統計情報部人口動態・保健社会統計課,不定期,東京都
288,医療,保健所,15,保健所･市区町村コード（神奈川県）,http://www.e-stat.go.jp/SG1/estat/Csvdl.do?sinfid=000021996820,csv,人口動態調査、地域保健・健康増進事業報告に使用するコード,http://www.mhlw.go.jp/toukei/list/81-1.html,厚生労働省,厚生労働省大臣官房統計情報部人口動態・保健社会統計課,不定期,神奈川県
289,医療,保健所,16,保健所･市区町村コード（新潟県）,http://www.e-stat.go.jp/SG1/estat/Csvdl.do?sinfid=000021996836,csv,人口動態調査、地域保健・健康増進事業報告に使用するコード,http://www.mhlw.go.jp/toukei/list/81-1.html,厚生労働省,厚生労働省大臣官房統計情報部人口動態・保健社会統計課,不定期,新潟県
290,医療,保健所,17,保健所･市区町村コード（山梨県）,http://www.e-stat.go.jp/SG1/estat/Csvdl.do?sinfid=000021996838,csv,人口動態調査、地域保健・健康増進事業報告に使用するコード,http://www.mhlw.go.jp/toukei/list/81-1.html,厚生労働省,厚生労働省大臣官房統計情報部人口動態・保健社会統計課,不定期,山梨県
291,医療,保健所,18,保健所･市区町村コード（長野県）,http://www.e-stat.go.jp/SG1/estat/Csvdl.do?sinfid=000021996886,csv,人口動態調査、地域保健・健康増進事業報告に使用するコード,http://www.mhlw.go.jp/toukei/list/81-1.html,厚生労働省,厚生労働省大臣官房統計情報部人口動態・保健社会統計課,不定期,長野県
292,医療,保健所,19,保健所･市区町村コード（富山県）,http://www.e-stat.go.jp/SG1/estat/Csvdl.do?sinfid=000021996884,csv,人口動態調査、地域保健・健康増進事業報告に使用するコード,http://www.mhlw.go.jp/toukei/list/81-1.html,厚生労働省,厚生労働省大臣官房統計情報部人口動態・保健社会統計課,不定期,富山県
293,医療,保健所,20,保健所･市区町村コード（石川県）,http://www.e-stat.go.jp/SG1/estat/Csvdl.do?sinfid=000021996837,csv,人口動態調査、地域保健・健康増進事業報告に使用するコード,http://www.mhlw.go.jp/toukei/list/81-1.html,厚生労働省,厚生労働省大臣官房統計情報部人口動態・保健社会統計課,不定期,石川県
294,医療,保健所,21,保健所･市区町村コード（福井県）,http://www.e-stat.go.jp/SG1/estat/Csvdl.do?sinfid=000021996885,csv,人口動態調査、地域保健・健康増進事業報告に使用するコード,http://www.mhlw.go.jp/toukei/list/81-1.html,厚生労働省,厚生労働省大臣官房統計情報部人口動態・保健社会統計課,不定期,福井県
295,医療,保健所,22,保健所･市区町村コード（岐阜県）,http://www.e-stat.go.jp/SG1/estat/Csvdl.do?sinfid=000021996823,csv,人口動態調査、地域保健・健康増進事業報告に使用するコード,http://www.mhlw.go.jp/toukei/list/81-1.html,厚生労働省,厚生労働省大臣官房統計情報部人口動態・保健社会統計課,不定期,岐阜県
296,医療,保健所,23,保健所･市区町村コード（静岡県）,http://www.e-stat.go.jp/SG1/estat/Csvdl.do?sinfid=000021996871,csv,人口動態調査、地域保健・健康増進事業報告に使用するコード,http://www.mhlw.go.jp/toukei/list/81-1.html,厚生労働省,厚生労働省大臣官房統計情報部人口動態・保健社会統計課,不定期,静岡県
297,医療,保健所,24,保健所･市区町村コード（愛知県）,http://www.e-stat.go.jp/SG1/estat/Csvdl.do?sinfid=000021996904,csv,人口動態調査、地域保健・健康増進事業報告に使用するコード,http://www.mhlw.go.jp/toukei/list/81-1.html,厚生労働省,厚生労働省大臣官房統計情報部人口動態・保健社会統計課,不定期,愛知県
298,医療,保健所,25,保健所･市区町村コード（三重県）,http://www.e-stat.go.jp/SG1/estat/Csvdl.do?sinfid=000021996872,csv,人口動態調査、地域保健・健康増進事業報告に使用するコード,http://www.mhlw.go.jp/toukei/list/81-1.html,厚生労働省,厚生労働省大臣官房統計情報部人口動態・保健社会統計課,不定期,三重県
299,医療,保健所,26,保健所･市区町村コード（滋賀県）,http://www.e-stat.go.jp/SG1/estat/Csvdl.do?sinfid=000021996841,csv,人口動態調査、地域保健・健康増進事業報告に使用するコード,http://www.mhlw.go.jp/toukei/list/81-1.html,厚生労働省,厚生労働省大臣官房統計情報部人口動態・保健社会統計課,不定期,滋賀県
300,医療,保健所,27,保健所･市区町村コード（京都府）,http://www.e-stat.go.jp/SG1/estat/Csvdl.do?sinfid=000021996888,csv,人口動態調査、地域保健・健康増進事業報告に使用するコード,http://www.mhlw.go.jp/toukei/list/81-1.html,厚生労働省,厚生労働省大臣官房統計情報部人口動態・保健社会統計課,不定期,京都府
301,医療,保健所,28,保健所･市区町村コード（大阪府）,http://www.e-stat.go.jp/SG1/estat/Csvdl.do?sinfid=000021996905,csv,人口動態調査、地域保健・健康増進事業報告に使用するコード,http://www.mhlw.go.jp/toukei/list/81-1.html,厚生労働省,厚生労働省大臣官房統計情報部人口動態・保健社会統計課,不定期,大阪府
302,医療,保健所,29,保健所･市区町村コード（兵庫県）,http://www.e-stat.go.jp/SG1/estat/Csvdl.do?sinfid=000021996873,csv,人口動態調査、地域保健・健康増進事業報告に使用するコード,http://www.mhlw.go.jp/toukei/list/81-1.html,厚生労働省,厚生労働省大臣官房統計情報部人口動態・保健社会統計課,不定期,兵庫県
303,医療,保健所,30,保健所･市区町村コード（奈良県）,http://www.e-stat.go.jp/SG1/estat/Csvdl.do?sinfid=000021996889,csv,人口動態調査、地域保健・健康増進事業報告に使用するコード,http://www.mhlw.go.jp/toukei/list/81-1.html,厚生労働省,厚生労働省大臣官房統計情報部人口動態・保健社会統計課,不定期,奈良県
304,医療,保健所,31,保健所･市区町村コード（和歌山県）,http://www.e-stat.go.jp/SG1/estat/Csvdl.do?sinfid=000021996842,csv,人口動態調査、地域保健・健康増進事業報告に使用するコード,http://www.mhlw.go.jp/toukei/list/81-1.html,厚生労働省,厚生労働省大臣官房統計情報部人口動態・保健社会統計課,不定期,和歌山県
305,医療,保健所,32,保健所･市区町村コード（鳥取県）,http://www.e-stat.go.jp/SG1/estat/Csvdl.do?sinfid=000021996890,csv,人口動態調査、地域保健・健康増進事業報告に使用するコード,http://www.mhlw.go.jp/toukei/list/81-1.html,厚生労働省,厚生労働省大臣官房統計情報部人口動態・保健社会統計課,不定期,鳥取県
306,医療,保健所,33,保健所･市区町村コード（島根県）,http://www.e-stat.go.jp/SG1/estat/Csvdl.do?sinfid=000021996843,csv,人口動態調査、地域保健・健康増進事業報告に使用するコード,http://www.mhlw.go.jp/toukei/list/81-1.html,厚生労働省,厚生労働省大臣官房統計情報部人口動態・保健社会統計課,不定期,島根県
307,医療,保健所,34,保健所･市区町村コード（岡山県）,http://www.e-stat.go.jp/SG1/estat/Csvdl.do?sinfid=000021996874,csv,人口動態調査、地域保健・健康増進事業報告に使用するコード,http://www.mhlw.go.jp/toukei/list/81-1.html,厚生労働省,厚生労働省大臣官房統計情報部人口動態・保健社会統計課,不定期,岡山県
308,医療,保健所,35,保健所･市区町村コード（広島県）,http://www.e-stat.go.jp/SG1/estat/Csvdl.do?sinfid=000021996891,csv,人口動態調査、地域保健・健康増進事業報告に使用するコード,http://www.mhlw.go.jp/toukei/list/81-1.html,厚生労働省,厚生労働省大臣官房統計情報部人口動態・保健社会統計課,不定期,広島県
309,医療,保健所,36,保健所･市区町村コード（山口県）,http://www.e-stat.go.jp/SG1/estat/Csvdl.do?sinfid=000021996924,csv,人口動態調査、地域保健・健康増進事業報告に使用するコード,http://www.mhlw.go.jp/toukei/list/81-1.html,厚生労働省,厚生労働省大臣官房統計情報部人口動態・保健社会統計課,不定期,山口県
310,医療,保健所,37,保健所･市区町村コード（徳島県）,http://www.e-stat.go.jp/SG1/estat/Csvdl.do?sinfid=000021996907,csv,人口動態調査、地域保健・健康増進事業報告に使用するコード,http://www.mhlw.go.jp/toukei/list/81-1.html,厚生労働省,厚生労働省大臣官房統計情報部人口動態・保健社会統計課,不定期,徳島県
311,医療,保健所,38,保健所･市区町村コード（香川県）,http://www.e-stat.go.jp/SG1/estat/Csvdl.do?sinfid=000021996909,csv,人口動態調査、地域保健・健康増進事業報告に使用するコード,http://www.mhlw.go.jp/toukei/list/81-1.html,厚生労働省,厚生労働省大臣官房統計情報部人口動態・保健社会統計課,不定期,香川県
312,医療,保健所,39,保健所･市区町村コード（愛媛県）,http://www.e-stat.go.jp/SG1/estat/Csvdl.do?sinfid=000021996911,csv,人口動態調査、地域保健・健康増進事業報告に使用するコード,http://www.mhlw.go.jp/toukei/list/81-1.html,厚生労働省,厚生労働省大臣官房統計情報部人口動態・保健社会統計課,不定期,愛媛県
313,医療,保健所,40,保健所･市区町村コード（高知県）,http://www.e-stat.go.jp/SG1/estat/Csvdl.do?sinfid=000021996913,csv,人口動態調査、地域保健・健康増進事業報告に使用するコード,http://www.mhlw.go.jp/toukei/list/81-1.html,厚生労働省,厚生労働省大臣官房統計情報部人口動態・保健社会統計課,不定期,高知県
314,医療,保健所,41,保健所･市区町村コード（福岡県）,http://www.e-stat.go.jp/SG1/estat/Csvdl.do?sinfid=000021996915,csv,人口動態調査、地域保健・健康増進事業報告に使用するコード,http://www.mhlw.go.jp/toukei/list/81-1.html,厚生労働省,厚生労働省大臣官房統計情報部人口動態・保健社会統計課,不定期,福岡県
315,医療,保健所,42,保健所･市区町村コード（佐賀県）,http://www.e-stat.go.jp/SG1/estat/Csvdl.do?sinfid=000021996917,csv,人口動態調査、地域保健・健康増進事業報告に使用するコード,http://www.mhlw.go.jp/toukei/list/81-1.html,厚生労働省,厚生労働省大臣官房統計情報部人口動態・保健社会統計課,不定期,佐賀県
316,医療,保健所,43,保健所･市区町村コード（長崎県）,http://www.e-stat.go.jp/SG1/estat/Csvdl.do?sinfid=000021996918,csv,人口動態調査、地域保健・健康増進事業報告に使用するコード,http://www.mhlw.go.jp/toukei/list/81-1.html,厚生労働省,厚生労働省大臣官房統計情報部人口動態・保健社会統計課,不定期,長崎県
317,医療,保健所,44,保健所･市区町村コード（熊本県）,http://www.e-stat.go.jp/SG1/estat/Csvdl.do?sinfid=000021996920,csv,人口動態調査、地域保健・健康増進事業報告に使用するコード,http://www.mhlw.go.jp/toukei/list/81-1.html,厚生労働省,厚生労働省大臣官房統計情報部人口動態・保健社会統計課,不定期,熊本県
318,医療,保健所,45,保健所･市区町村コード（大分県）,http://www.e-stat.go.jp/SG1/estat/Csvdl.do?sinfid=000021996922,csv,人口動態調査、地域保健・健康増進事業報告に使用するコード,http://www.mhlw.go.jp/toukei/list/81-1.html,厚生労働省,厚生労働省大臣官房統計情報部人口動態・保健社会統計課,不定期,大分県
319,医療,保健所,46,保健所･市区町村コード（宮崎県）,http://www.e-stat.go.jp/SG1/estat/Csvdl.do?sinfid=000021996892,csv,人口動態調査、地域保健・健康増進事業報告に使用するコード,http://www.mhlw.go.jp/toukei/list/81-1.html,厚生労働省,厚生労働省大臣官房統計情報部人口動態・保健社会統計課,不定期,宮崎県
320,医療,保健所,47,保健所･市区町村コード（鹿児島県）,http://www.e-stat.go.jp/SG1/estat/Csvdl.do?sinfid=000021996894,csv,人口動態調査、地域保健・健康増進事業報告に使用するコード,http://www.mhlw.go.jp/toukei/list/81-1.html,厚生労働省,厚生労働省大臣官房統計情報部人口動態・保健社会統計課,不定期,鹿児島県
